master_project_id,master_project_name,snapshot_id,project_id,project_match_key,budget_year,project_name,agency,agency_group,government_sector,work_category,delivery_status,program_group,location,start_period,start_year,start_disclosed,completion_period,completion_year,completion_disclosed,estimated_total_cost_000,total_cost_disclosed,estimated_expenditure_to_june_000,expenditure_disclosed,annual_allocation_000,allocation_disclosed,source_file,source_page,source_row_top
MASTER-0001,"Heathcote Road, The Avenue to Princes Highway",BUD-0068923BF1-2024-25,BUD-0068923BF1,Transport for NSW|heathcote road the avenue to princes highway planning,2024-25,Heathcote Road - The Avenue to Princes Highway (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,4006,True,2500,True,bp3-infrastructure-statement-2024-25.pdf,142,254.602
MASTER-0124,Rail Fleet Strategy including Future Fleet Tangara Replacement (Planning),BUD-A1A16B6C81-2024-25,BUD-A1A16B6C81,Transport Asset Manager/Holding Entity NSW|rail fleet strategy including future fleet tangara replacement planning,2024-25,Rail Fleet Strategy including Future Fleet Tangara Replacement (Planning),Transport Asset Holding Entity of New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,,False,13229,True,bp3-infrastructure-statement-2024-25.pdf,155,205.40199999999993
MASTER-0125,Homebush Bay Drive Upgrade (State and Federal Funded),BUD-A2D1EA6715-2024-25,BUD-A2D1EA6715,Transport for NSW|homebush bay drive upgrade state and federal funded,2024-25,Homebush Bay Drive Upgrade (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Liberty Grove,n.a.,,False,n.a.,,False,,False,9121,True,2150,True,bp3-infrastructure-statement-2024-25.pdf,142,369.852
MASTER-0125,Homebush Bay Drive Upgrade (State and Federal Funded),BUD-A2D1EA6715-2025-26,BUD-A2D1EA6715,Transport for NSW|homebush bay drive upgrade state and federal funded,2025-26,Homebush Bay Drive Upgrade (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Liberty Grove,n.a.,,False,n.a.,,False,,False,12809,True,52376,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,550.142
MASTER-0126,South West Sydney Rail Planning-Business Case (State and Federal Funded)(b),BUD-A39C805B02-2025-26,BUD-A39C805B02,Transport Asset Manager/Holding Entity NSW|south west sydney rail planning business case state and federal funded,2025-26,South West Sydney Rail Planning- Business Case (State and Federal Funded)(b),Transport Asset Manager New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Bradfield – Leppington/ Campbelltown,2025,2025,True,2027,2027,True,,False,6100,True,12900,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,288.23199999999997
MASTER-0126,South West Sydney Rail Planning-Business Case (State and Federal Funded)(b),BUD-A39C805B02-2026-27,BUD-A39C805B02,Transport Asset Manager/Holding Entity NSW|south west sydney rail planning business case state and federal funded,2026-27,South West Sydney Rail Planning-Business Case (State and Federal Funded)(b),Transport Asset Manager New South Wales (TAM),Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Bradfield - Leppington/ Campbelltown,2025,2025,True,2027,2027,True,,False,21592,True,1737,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,305.43499999999995
MASTER-0127,"Pacific Motorway, Hexham Straight (State and Federal Funded)",BUD-A58A0EF6FF-2024-25,BUD-A58A0EF6FF,Transport for NSW|pacific motorway hexham straight state and federal funded,2024-25,"Pacific Motorway, Hexham Straight (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Hunter Roads,Hexham,n.a.,,False,2026,2026,True,320000,True,104174,True,74166,True,bp3-infrastructure-statement-2024-25.pdf,141,374.172
MASTER-0127,"Pacific Motorway, Hexham Straight (State and Federal Funded)",BUD-A58A0EF6FF-2025-26,BUD-A58A0EF6FF,Transport for NSW|pacific motorway hexham straight state and federal funded,2025-26,"Pacific Motorway, Hexham Straight (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Hunter Roads,Hexham,n.a.,,False,2026,2026,True,320000,True,176218,True,55335,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,439.472
MASTER-0128,Future Fleet Program,BUD-A626D1B998-2025-26,BUD-A626D1B998,Transport Asset Manager/Holding Entity NSW|future fleet program planning,2025-26,Future Fleet Program (Planning),Transport Asset Manager New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,,False,25300,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,178.74199999999996
MASTER-0128,Future Fleet Program,BUD-A626D1B998-2026-27,BUD-A626D1B998,Transport Asset Manager/Holding Entity NSW|future fleet program planning,2026-27,Future Fleet Program (Planning),Transport Asset Manager New South Wales (TAM),Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,,False,36703,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,180.2449999999999
MASTER-0129,Zero Emissions Buses Program,BUD-A79D6516E0-2024-25,BUD-A79D6516E0,Transport for NSW|zero emissions buses program,2024-25,Zero Emissions Buses Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,184125,True,263928,True,bp3-infrastructure-statement-2024-25.pdf,145,523.982
MASTER-0130,Appin Road Upgrades (State and Federal Funded),BUD-A86A72F93F-2024-25,BUD-A86A72F93F,Transport for NSW|appin road upgrades state and federal funded,2024-25,Appin Road Upgrades (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Appin,n.a.,,False,n.a.,,False,,False,22390,True,3305,True,bp3-infrastructure-statement-2024-25.pdf,142,164.34199999999998
MASTER-0130,Appin Road Upgrades (State and Federal Funded),BUD-A86A72F93F-2025-26,BUD-A86A72F93F,Transport for NSW|appin road upgrades state and federal funded,2025-26,Appin Road Upgrades (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Appin,n.a.,,False,n.a.,,False,,False,25494,True,11262,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,191.462
MASTER-0130,Appin Road Upgrades (State and Federal Funded),BUD-A86A72F93F-2026-27,BUD-A86A72F93F,Transport for NSW|appin road upgrades state and federal funded,2026-27,Appin Road Upgrades (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Appin,n.a.,,False,n.a.,,False,,False,26152,True,27675,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,749.025
MASTER-0131,Flushcombe Road & Bungarribee Road Intersection Upgrade (Planning),BUD-AB5BF73325-2025-26,BUD-AB5BF73325,Transport for NSW|flushcombe road bungarribee road intersection upgrade planning,2025-26,Flushcombe Road & Bungarribee Road Intersection Upgrade (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Interchanges and Accessibility,Blacktown,n.a.,,False,n.a.,,False,,False,,False,1500,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,149.702
MASTER-0131,Flushcombe Road & Bungarribee Road Intersection Upgrade (Planning),BUD-AB5BF73325-2026-27,BUD-AB5BF73325,Transport for NSW|flushcombe road bungarribee road intersection upgrade planning,2026-27,Flushcombe Road & Bungarribee Road Intersection Upgrade (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Blacktown,n.a.,,False,n.a.,,False,,False,1000,True,500,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,253.5949999999999
MASTER-0132,Newell Highway Flood Mitigation Works (Planning) (State and Federal Funded),BUD-ACB04930C1-2024-25,BUD-ACB04930C1,Transport for NSW|newell highway flood mitigation works planning state and federal funded,2024-25,Newell Highway Flood Mitigation Works (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Various,n.a.,,False,n.a.,,False,,False,9981,True,5071,True,bp3-infrastructure-statement-2024-25.pdf,144,392.412
MASTER-0132,Newell Highway Flood Mitigation Works (Planning) (State and Federal Funded),BUD-ACB04930C1-2025-26,BUD-ACB04930C1,Transport for NSW|newell highway flood mitigation works planning state and federal funded,2025-26,Newell Highway Flood Mitigation Works (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,West Wyalong,n.a.,,False,n.a.,,False,,False,10635,True,2146,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,460.832
MASTER-0132,Newell Highway Flood Mitigation Works (Planning) (State and Federal Funded),BUD-ACB04930C1-2026-27,BUD-ACB04930C1,Transport for NSW|newell highway flood mitigation works planning state and federal funded,2026-27,Newell Highway Flood Mitigation Works (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,West Wyalong,n.a.,,False,n.a.,,False,,False,12347,True,5943,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,266.55499999999995
MASTER-0133,Wallendbeen Bridge Approaches,BUD-AF0B297F2F-2025-26,BUD-AF0B297F2F,Transport for NSW|wallendbeen bridge approaches,2025-26,Wallendbeen Bridge Approaches,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Wallendbeen,n.a.,,False,n.a.,,False,,False,,False,15200,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,484.832
MASTER-0134,Newell Highway - North Moree Heavy Duty Pavement (State and Federal Funded),BUD-B2B1F1B833-2026-27,BUD-B2B1F1B833,Transport for NSW|newell highway north moree heavy duty pavement state and federal funded,2026-27,Newell Highway - North Moree Heavy Duty Pavement (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Moree,n.a.,,False,n.a.,,False,,False,12399,True,27025,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,229.83499999999992
MASTER-0135,Bulli Bypass Investigation,BUD-B33CF5AEA8-2024-25,BUD-B33CF5AEA8,Transport for NSW|bulli bypass investigation,2024-25,Bulli Bypass Investigation,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Bulli,n.a.,,False,n.a.,,False,,False,,False,1051,True,bp3-infrastructure-statement-2024-25.pdf,146,332.22783999999996
MASTER-0135,Bulli Bypass Investigation,BUD-B33CF5AEA8-2025-26,BUD-B33CF5AEA8,Transport for NSW|bulli bypass investigation,2025-26,Bulli Bypass Investigation,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Bulli,n.a.,,False,n.a.,,False,,False,,False,9900,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,333.592
MASTER-0136,Opal 2.0,BUD-B579BC7396-2026-27,BUD-B579BC7396,Transport for NSW|opal 2 0,2026-27,Opal 2.0,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,731600,True,136800,True,136907,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,629.9649999999999
MASTER-0137,Zero Emissions Buses Program (State and Federal funded),BUD-B5FF67A08A-2025-26,BUD-B5FF67A08A,Transport for NSW|zero emissions buses program state and federal funded,2025-26,Zero Emissions Buses Program (State and Federal funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,360620,True,525695,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,535.502
MASTER-0138,Hume Highway Corridor Strategy (Planning) (State and Federal Funded),BUD-B68001C12C-2024-25,BUD-B68001C12C,Transport for NSW|hume highway corridor strategy planning state and federal funded,2024-25,Hume Highway Corridor Strategy (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Hume Corridor,Various,n.a.,,False,n.a.,,False,,False,,False,2000,True,bp3-infrastructure-statement-2024-25.pdf,143,607.0419999999999
MASTER-0138,Hume Highway Corridor Strategy (Planning) (State and Federal Funded),BUD-B68001C12C-2025-26,BUD-B68001C12C,Transport for NSW|hume highway corridor strategy planning state and federal funded,2025-26,Hume Highway Corridor Strategy (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Hume Corridor,Various,n.a.,,False,n.a.,,False,,False,800,True,1200,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,702.592
MASTER-0138,Hume Highway Corridor Strategy (Planning) (State and Federal Funded),BUD-B68001C12C-2026-27,BUD-B68001C12C,Transport for NSW|hume highway corridor strategy planning state and federal funded,2026-27,Hume Highway Corridor Strategy (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Hume Corridor,Various,n.a.,,False,n.a.,,False,,False,1494,True,2000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,446.3349999999999
MASTER-0139,Western Sydney Freight Line and Intermodal Terminal  - Stage 1 Full Business Case,BUD-B731621557-2024-25,BUD-B731621557,Transport for NSW|western sydney freight line and intermodal terminal planning and development state and federal funded,2024-25,Western Sydney Freight Line and Intermodal Terminal (Planning and Development) (State and Federal funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,17049,True,9482,True,bp3-infrastructure-statement-2024-25.pdf,145,439.712
MASTER-0139,Western Sydney Freight Line and Intermodal Terminal  - Stage 1 Full Business Case,BUD-B731621557-2025-26,BUD-B731621557,Transport for NSW|western sydney freight line and intermodal terminal planning and development state and federal funded,2025-26,Western Sydney Freight Line and Intermodal Terminal (Planning and Development) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,20754,True,11027,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,425.052
MASTER-0139,Western Sydney Freight Line and Intermodal Terminal  - Stage 1 Full Business Case,BUD-B731621557-2026-27,BUD-B731621557,Transport for NSW|western sydney freight line and intermodal terminal planning and development state and federal funded,2026-27,Western Sydney Freight Line and Intermodal Terminal (Planning and Development) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,31040,True,7122,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,153,201.2449999999999
MASTER-0140,John Renshaw Drive Upgrade (Planning) (State and Federal Funded),BUD-BA7EE294B1-2024-25,BUD-BA7EE294B1,Transport for NSW|john renshaw drive upgrade planning state and federal funded,2024-25,John Renshaw Drive Upgrade (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Hunter Roads,Various,n.a.,,False,n.a.,,False,,False,2749,True,1128,True,bp3-infrastructure-statement-2024-25.pdf,141,263.962
MASTER-0140,John Renshaw Drive Upgrade (Planning) (State and Federal Funded),BUD-BA7EE294B1-2025-26,BUD-BA7EE294B1,Transport for NSW|john renshaw drive upgrade planning state and federal funded,2025-26,John Renshaw Drive Upgrade (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Hunter Roads,Various,n.a.,,False,n.a.,,False,,False,3525,True,1777,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,329.27199999999993
MASTER-0140,John Renshaw Drive Upgrade (Planning) (State and Federal Funded),BUD-BA7EE294B1-2026-27,BUD-BA7EE294B1,Transport for NSW|john renshaw drive upgrade planning state and federal funded,2026-27,John Renshaw Drive Upgrade (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Hunter Roads,Various,n.a.,,False,n.a.,,False,,False,5380,True,3843,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,348.75499999999994
MASTER-0141,Marshalls Creek Bridge,BUD-BB57EF85AD-2024-25,BUD-BB57EF85AD,Transport for NSW|marshalls creek bridge,2024-25,Marshalls Creek Bridge,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Wagga Wagga,n.a.,,False,n.a.,,False,,False,,False,2061,True,bp3-infrastructure-statement-2024-25.pdf,141,662.482
MASTER-0141,Marshalls Creek Bridge,BUD-BB57EF85AD-2025-26,BUD-BB57EF85AD,Transport for NSW|marshalls creek bridge,2025-26,Marshalls Creek Bridge,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Wagga Wagga,n.a.,,False,2027,2027,True,30000,True,,False,9883,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,680.752
MASTER-0141,Marshalls Creek Bridge,BUD-BB57EF85AD-2026-27,BUD-BB57EF85AD,Transport for NSW|marshalls creek bridge,2026-27,Marshalls Creek Bridge,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Wagga Wagga,n.a.,,False,2027,2027,True,30000,True,15280,True,9598,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,600.3249999999999
